,source_url,test_name,grade,Logical Fallacy Types,sentence,canocalized_fallacy_types,fallacy_types
38450,https://quizizz.com/admin/quiz/5afbba52bb114c001c2d4e43/logical-fallacy-quiz,5/16 Logical Fallacy Quiz,10th - 12th grade,Hasty Generalization,"""I don't know how to complete my geometry homework tonight; I probably can't pass the course since I can't do this one assignment.""",hasty generalization,hasty generalization
38525,https://quizizz.com/admin/quiz/5ffa8a77952dd8001dc18419/logical-fallacy,Logical Fallacy,11th grade,Hasty Generalization,Two members of my team have become more engaged employees after taking public speaking classes. That proves we should have mandatory public speaking classes for the whole company to improve employee engagement.,hasty generalization,hasty generalization
38546,https://quizizz.com/admin/quiz/58500e401c6f222779510f06/rhetorical-fallacies,Rhetorical Fallacies,7th grade,Categorical Claim ,A lion is a cat and cats are good pets so a lion must be a good pet.,hasty generalization,categorical claim
38661,https://quizizz.com/admin/quiz/5a81e5020e9927002171f465/rhetorical-fallacies,Rhetorical Fallacies,7th - 8th grade,hasty generalization,"All of my red-headed friends are good dancers. Therefore, all red-headed people must be good dancers. 
This assumption from my experience is an example of",hasty generalization,hasty generalization
38663,https://quizizz.com/admin/quiz/5a81e5020e9927002171f465/rhetorical-fallacies,Rhetorical Fallacies,7th - 8th grade,Stereotyping,Why did the blonde cross the road?  Because she saw a shoe sale!,hasty generalization,stereotyp
38732,https://quizizz.com/admin/quiz/607458ee15ccc6001be76514/logical-fallacy,Logical Fallacy,6th grade,stereotyping,"Which rhetorical fallacy is a broad statement about people on the basis of gender, ethnicity, race, or political, social, professional, or religious group?",hasty generalization,stereotyp
38825,https://quizizz.com/admin/quiz/5ddc131a4e358d001b70521d/false-assumptions-fallacies,False Assumptions Fallacies,8th grade,Hasty Generalization Fallacy,"My neighbor's cat attacked me, therefore all cats are evil.",hasty generalization,hasty generalization
38827,https://quizizz.com/admin/quiz/5ddc131a4e358d001b70521d/false-assumptions-fallacies,False Assumptions Fallacies,8th grade,Hasty Generalization Fallacy,"Sometimes flu vaccines don’t work, therefore vaccines are useless.",hasty generalization,hasty generalization
38891,https://quizizz.com/admin/quiz/5fb68f454a24b300206df12f/logos-fallacies,Logos Fallacies,9th grade,Hasty generalization,"I saw two women get in a car accident. Therefore, all women are bad drivers",hasty generalization,hasty generalization
38892,https://quizizz.com/admin/quiz/5fb68f454a24b300206df12f/logos-fallacies,Logos Fallacies,9th grade,Hasty Generalization,I saw that dog eat chicken so all dogs must only eat chicken.,hasty generalization,hasty generalization
38942,https://quizizz.com/admin/quiz/5f721b51788f0a001bd242c3/fallacies,Fallacies,9th - 12th grade,Hasty generalization,My mom says that most tourist from France are rude. She had to wait on one the other day and the lady threw her pancakes on the ground because they were not big enough.,hasty generalization,hasty generalization
38976,https://quizizz.com/admin/quiz/6035c01463468c001c48185e/fallacies,Fallacies,9th grade,Hasty Generalization,"My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!",hasty generalization,hasty generalization
39005,https://quizizz.com/admin/quiz/60b4f4000f8488001b40c84c/types-of-logical-fallacy,TYPES OF LOGICAL FALLACY,9th grade,Hasty generalization,There was a fight at school today. Violence is a growing problem in school.,hasty generalization,hasty generalization
39206,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,Types of Evidence,9th - 10th grade,Anecdotal Evidence,"We should go inside; the last time the clouds were that dark, there was a tornado.",hasty generalization,anecdotal
39209,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,Types of Evidence,9th - 10th grade,Anecdotal Evidence,My Aunt was in the hospital for 6 weeks because she didn't wear a seatbelt.,hasty generalization,anecdotal
39210,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,Types of Evidence,9th - 10th grade,Anecdotal Evidence,My teacher told us she learned the hard way that procrastination is a bad habit!,hasty generalization,anecdotal
39212,https://quizizz.com/admin/quiz/5e8628e30898e2001c4360ea/types-of-evidence,Types of Evidence,9th - 10th grade,Anecdotal Evidence,I work out in the morning because it worked for my friend.,hasty generalization,anecdotal
39928,https://quizizz.com/admin/quiz/5b84bfa0375e27001923d7cc/logos-practice-quiz,Logos Practice Quiz,11th grade,hasty generalization,"""Some tall people recently vandalized the park. Tall people are so irresponsible.""",hasty generalization,hasty generalization
40178,https://quizizz.com/admin/quiz/5c6e4027ab65f8001ac3f40a/persuasion,Persuasion,6th - 8th grade,Stereotyping,A few students are misbehaving...therefore the whole class is bad. What fallacy is this an example of?,hasty generalization,stereotyp
40553,https://quizizz.com/admin/quiz/5c0121809405e7001b03a9a3/understanding-fallacies,Understanding Fallacies,8th - 10th grade,Hasty Generalization,"Three kids in one class failed the Jane Eyre quiz, I guess,all the other classes will all fail it, too.",hasty generalization,hasty generalization
40556,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,Rhetorical fallacies,7th grade,Categorical Claim,"Chihuahuas are good inside dogs. German Shepherds are dogs; therefore, German Shepherds would be good inside dogs, too.",hasty generalization,categorical claim
40560,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,Rhetorical fallacies,7th grade,Stereotyping,Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,hasty generalization,stereotyp
40565,https://quizizz.com/admin/quiz/5c414419241683001aad33d8/rhetorical-fallacies,Rhetorical fallacies,7th grade,Stereotyping & Categorical Claim,"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",hasty generalization,categorical claim; stereotyp
40684,https://quizizz.com/admin/quiz/5da73748e438d4001afb00fe/logical-fallacy,Logical Fallacy,7th grade,Sweeping generalization,All students are good and all clowns are bad.,hasty generalization,sweeping generaliz
40687,https://quizizz.com/admin/quiz/5da73748e438d4001afb00fe/logical-fallacy,Logical Fallacy,7th grade,Sweeping Generalization,Even though people say we are going to behave; we know they won't behave well.,hasty generalization,sweeping generaliz
41017,https://quizizz.com/admin/quiz/6075e4814937a3001e0c1514/logical-fallacy-review,Logical Fallacy Review,6th grade,hasty generalization,"My parents are vegetarians, and they are good people. Therefore, all vegetarians must be good people.",hasty generalization,hasty generalization
45506,https://quizizz.com/admin/quiz/5fa314fe29f97f001b7e198f/fallacy-quiz,Fallacy Quiz,11th grade,Hasty Generalization,"That German, Fred, stole my wallet. All Germans are thieves.",hasty generalization,hasty generalization
44815,https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part,Logical Fallacies Part 1,6th - 12th grade,Hasty Generalization,The meteorologist predicted the wrong amount of rain for May. Obviously the meteorologist is unreliable.,hasty generalization,hasty generalization
41094,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Hasty Generalization,"My first day of basketball practice was easy, so it will always be easy.",hasty generalization,hasty generalization
41095,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Hasty Generalization,"My first time meeting Mr. Casal went poorly, so his class will not be a good one this year.",hasty generalization,hasty generalization
41102,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Hasty Generalization,"My first time walking the dog went terribly, so my dog is a terrible one.",hasty generalization,hasty generalization
41103,https://quizizz.com/admin/quiz/5c052a53f1cae6001ab2d649/easier-logical-fallacy-review,Easier Logical Fallacy Review,8th grade,Hasty Generalization,"The first time I went to Six Flags was great, so every time I go there will be great.",hasty generalization,hasty generalization
41187,https://quizizz.com/admin/quiz/591cafca6f261f1700497ef1/english-final,English Final,University,Hasty Generalization,"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
Which logical fallacy is represented here?",hasty generalization,hasty generalization
41205,https://quizizz.com/admin/quiz/5ce46649b4789b001d74d6be/aria-memoir-of-a-bilingual-childhood,Aria: Memoir of a Bilingual Childhood,11th grade,overgeneralization,"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?",hasty generalization,overgeneraliz
41732,https://quizizz.com/admin/quiz/5e39d18953493f001bf74da9/rhetorical-devices,Rhetorical Devices,7th grade,Sweeping Generalizations,"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",hasty generalization,sweeping generaliz
42328,https://quizizz.com/admin/quiz/5dcb28944bb29b001f3c5e53/logical-fallacies-false-logic,Logical Fallacies (False Logic),8th grade,hasty generalization,"After I listened to the first song of my favorite musician’s new vinyl record, I knew I’d hate the entire record, so I converted it into a Frisbee.",hasty generalization,hasty generalization
42348,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,HASTY GENERALIZATIONS,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",hasty generalization,hasty generalization
42349,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,HASTY GENERALIZATIONS,My car broke down yesterday. Cars are worthless.,hasty generalization,hasty generalization
42350,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,HASTY GENERALIZATIONS,He has smoked cigarettes his entire life and he doesn't have lung cancer. Therefore smoking doesn't cause lung cancer.,hasty generalization,hasty generalization
42366,https://quizizz.com/admin/quiz/58ab8190b2798b6777134b36/persuasive-techniques-and-logical-fallacies,Persuasive Techniques and Logical Fallacies,6th - 8th grade,Stereotyping,"""Blondes are less intelligent than people with other hair colors.""",hasty generalization,stereotyp
42524,https://quizizz.com/admin/quiz/6019e64ff54481001b028073/eapp-logic-live-quiz-alternative,EAPP - Logic (Live Quiz Alternative),11th grade,Hasty generalization,"""You were late tonight. You must be cheating!""",hasty generalization,hasty generalization
42688,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,Debate Fallacies,9th - 12th grade,Overgeneralization,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
What fallacy did Sara use here?",hasty generalization,overgeneraliz
42694,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,Debate Fallacies,9th - 12th grade,Overgeneralization,"""My roommate said her Debate class was hard, and the one that I'm in right now is hard, too. All Debate classes must be hard!”",hasty generalization,overgeneraliz
